target,horizon_weeks,variant,p_right_bloc_ahead,right_bloc_ahead,brier_bloc,crps_pp,energy_pp,log_score_share,mae_pp,coverage_50,coverage_90,crps_pp[National],error_pp[National],sd_pp[National],pit[National],crps_pp[Labour],error_pp[Labour],sd_pp[Labour],pit[Labour],crps_pp[Green],error_pp[Green],sd_pp[Green],pit[Green],crps_pp[ACT],error_pp[ACT],sd_pp[ACT],pit[ACT],crps_pp[NZ First],error_pp[NZ First],sd_pp[NZ First],pit[NZ First],crps_pp[Te Pāti Māori],error_pp[Te Pāti Māori],sd_pp[Te Pāti Māori],pit[Te Pāti Māori],crps_pp[New Conservative],error_pp[New Conservative],sd_pp[New Conservative],pit[New Conservative],crps_pp[United Future],error_pp[United Future],sd_pp[United Future],pit[United Future],crps_pp[TOP],error_pp[TOP],sd_pp[TOP],pit[TOP]
2020,8,equal,0.01525,false,0.0002325625,1.8723551612692588,5.310884123634897,10.26480932613002,2.7804730547666545,0.4,0.8,1.707533430591112,2.85629717826843,5.206182479858398,0.29325,3.3865726281427984,5.5462376976013195,7.210130214691162,0.21275,2.050385461336265,-2.7054670608043674,1.3139424324035645,0.96525,1.9645311228727111,-2.5577620083093637,3.043386697769165,0.8695,0.25275316340340637,-0.23660132884979235,0.8898564577102661,0.67125,,,,,,,,,,,,,,,,
2020,26,ensemble,0.24475,false,0.0599025625,4.484210683126732,13.139109274595182,3.97277615823595,5.9254762155413605,0.0,0.6,12.27782280533893,15.04313139438629,5.1828813552856445,0.003,4.145819019983876,-6.7751569843292225,7.173416614532471,0.8335,0.9790256771349162,-1.4822709715366367,1.5771113634109497,0.84475,4.3042825415214,-4.911709431707859,3.2070107460021973,0.981,0.714103371654538,1.4151122957468034,1.6786552667617798,0.179,,,,,,,,,,,,,,,,
2020,26,calibrated,0.30375,false,0.09226406250000001,4.150841196543252,11.993327849476152,7.931676710919436,5.835976661045835,0.2,0.8,10.716977676787112,14.441465355985079,7.067756343536306,0.0215,4.400725808683779,-7.140803171856181,9.78124026260182,0.772,1.0182388054565514,-1.4497895169388015,2.2195882991959035,0.78275,3.8811372954816146,-4.50923469329769,4.513052852795357,0.94275,0.7371263963072022,1.6385905671514207,2.5136019533669454,0.267,,,,,,,,,,,,,,,,
2020,26,equal,0.385,false,0.148225,4.997939756089642,14.609624397932556,1.8235106326588753,6.550486460089681,0.2,0.6,13.24290110123664,15.78010706424713,4.730143070220947,0.00225,5.52209170527101,-8.632077107429502,7.26332426071167,0.8725,0.6493096783961892,-1.1699620044231418,1.659048318862915,0.678,4.522762853431123,-5.182075169086456,2.8245902061462402,0.9835,1.0526334421132482,1.9882109552621843,1.9599865674972534,0.1375,,,,,,,,,,,,,,,,
2023,1,ensemble,0.68675,true,0.09812556250000001,0.8527467854001646,3.012239409615926,23.090620766934833,1.210564319448812,0.42857142857142855,1.0,2.4540070801345655,-3.6950996685028104,2.677910566329956,0.9225,0.6329261613924987,-0.2927574348449702,2.761204957962036,0.56125,0.4654561312402045,0.7416269028186804,1.4505174160003662,0.32925,1.5946013566624728,2.5142575061321253,1.8742583990097046,0.07825,0.3048054333684918,0.44451234102249115,1.0941001176834106,0.361,0.27467840869907156,-0.43535643994808204,0.5149648785591125,0.81225,,,,,,,,,0.2427529263038467,-0.35033994287252435,0.5109233856201172,0.7955
2023,1,calibrated,0.7065,true,0.08614224999999999,0.8643135031353975,3.0912373024535333,23.387086151402755,1.194228535821243,0.42857142857142855,0.7142857142857143,2.5975432479188045,-3.617701356571895,1.976865811357513,0.9625,0.47056978056151405,-0.26019949976527346,2.034312861589173,0.566,0.43115264932384384,0.7477273229351267,1.0693819913076295,0.2535,1.7526142900756652,2.4847176981410812,1.3738167063771085,0.0315,0.2627770928387802,0.42657368235548765,0.8039804909777485,0.3025,0.2877600207909844,-0.4485722842956459,0.37713095157244225,0.89225,,,,,,,,,0.24777744043819125,-0.37410790668419186,0.3688624955842194,0.8615
2023,1,equal,0.692,true,0.09486400000000003,0.8455375863861198,3.043101512593247,23.005115338262765,1.202831760985511,0.42857142857142855,1.0,2.4578073897072885,-3.6958238649368313,2.6636810302734375,0.92325,0.6597091461252792,-0.3296437692642207,2.8822925090789795,0.58275,0.47630724919646084,0.7613314533233648,1.455183744430542,0.3235,1.5233930016413226,2.455661669969558,1.9289473295211792,0.097,0.30179748396347045,0.42352256536483734,1.1020252704620361,0.368,0.2641815185415115,-0.4218910056352616,0.5288974642753601,0.79725,,,,,,,,,0.23556731552750568,-0.33194799840450295,0.5236795544624329,0.77875
2023,4,ensemble,0.6785,true,0.10336225,0.7584489422333441,2.7036700548514707,22.704019655181686,1.1240622492347447,0.7142857142857143,1.0,1.5769829912398023,-2.573775367736819,3.62394118309021,0.78125,1.101533595242873,1.4193323421478277,4.302043914794922,0.3685,0.49355893734865286,-0.6356345272064203,1.6428722143173218,0.6565,1.2804971797548086,2.364203557968139,2.7513415813446045,0.1805,0.44064814697008836,-0.5446736776828769,1.3207714557647705,0.70975,0.17467940931843945,-0.05684217244386683,0.7735438346862793,0.5695,,,,,,,,,0.2412423357587441,-0.27397409945726403,0.7455329298973083,0.703
2023,4,calibrated,0.665,true,0.11222499999999998,0.80423007055595,2.8749397148547624,21.7582088604529,1.1360660704784034,0.7142857142857143,1.0,1.673091643579771,-2.6969237266395387,4.177074998107961,0.762,1.203015338638451,1.3811684606189312,4.955705314435045,0.39175,0.5487788942718468,-0.6517720167473012,1.8949863722363736,0.64575,1.2706853735733543,2.4188729966195353,3.1980757646309637,0.22175,0.4758841104179042,-0.5232792422776404,1.5388177304174746,0.6875,0.200385956546488,-0.04054314277223241,0.904117848950501,0.565,,,,,,,,,0.2577691768638357,-0.23990290767364442,0.8898054506097856,0.68
2023,4,equal,0.6655,true,0.11189025000000001,0.7764724596745909,2.7565225293145392,22.596150530730245,1.1462330483538765,0.7142857142857143,1.0,1.684460839439949,-2.774362878799441,3.6466493606567383,0.788,1.1103283882730925,1.430526094436646,4.253183841705322,0.36925,0.4787051675991336,-0.553458348512649,1.6692168712615967,0.6515,1.3128946792062455,2.4208048737049097,2.8167312145233154,0.18175,0.42824019087421733,-0.5071287119388583,1.3449156284332275,0.697,0.1715552239930896,-0.06060229420661936,0.7521342039108276,0.5775,,,,,,,,,0.2491227283364086,-0.2767481368780137,0.7759681940078735,0.7045
2023,8,ensemble,0.6235,true,0.14175224999999997,1.470513994044681,5.083461781376399,20.15325047680034,2.427510266942638,0.42857142857142855,1.0,2.9313785693394783,-4.738949851989749,4.708023548126221,0.84575,2.222163583983313,3.905978517532349,5.982050895690918,0.262,1.2129871276071336,-1.912139520645141,1.9427286386489868,0.84475,2.4171265128396717,4.455282018184661,4.463639736175537,0.124,0.9710373029606132,-1.4057562762498859,1.5001869201660156,0.84375,0.2543036338748468,0.35731418251991265,1.1680705547332764,0.41625,,,,,,,,,0.2846012277077094,-0.21715150147676476,1.0509068965911865,0.6795
2023,8,calibrated,0.6155,true,0.14784024999999995,1.5708158002314594,5.4411678578223395,17.824154889064285,2.503957197588032,0.42857142857142855,1.0,3.305606210175406,-5.357471895313104,6.698670246519374,0.79475,2.372510521842707,3.6097892959263578,8.511777784181618,0.35775,1.3144863440087255,-1.9938550396120427,2.8002944202361797,0.787,2.2833180047845603,4.799243995142505,6.604039075503885,0.23075,1.0091483383861848,-1.3018999073934687,2.2596938716700703,0.78725,0.34465215528368953,0.4557103623590596,1.7762565703636848,0.47525,,,,,,,,,0.3659890271389413,-0.009729887369686746,1.7787842275404573,0.63475
2023,8,equal,0.61175,true,0.1507380625,1.4899333351139623,5.0784767822295835,20.040613779634153,2.4661302184207106,0.42857142857142855,1.0,2.9816164627335984,-4.803194718360904,4.7060227394104,0.8525,2.313664972943589,4.098498539924622,6.079486846923828,0.25475,1.2621250549599705,-1.959858254194259,1.9652575254440308,0.8415,2.321330604558903,4.354392216205596,4.533596038818359,0.13625,1.0090971607610064,-1.4704213553667072,1.4773550033569336,0.85875,0.25254165526390665,0.37004312694072716,1.1337870359420776,0.4135,,,,,,,,,0.28915743457676496,-0.20650331795215615,1.1419925689697266,0.67975
2023,26,ensemble,0.32675,true,0.4532655625,2.284396925577177,8.086280590979854,17.502365912207313,3.4674418755514282,0.2857142857142857,0.8571428571428571,3.234707439644842,-5.276908593177798,5.722814083099365,0.83175,6.236056749421002,9.787055568695068,7.132304668426514,0.08575,2.3829086254400984,-3.283614084720611,1.846822738647461,0.94575,1.2274056372224236,2.259547487497329,5.0913801193237305,0.37,2.0322558973663187,-2.662080254554749,1.3667834997177124,0.95525,0.4427351722182076,-0.592221708893776,0.9845728278160095,0.7805,,,,,,,,,0.43470895772734375,-0.41066543132066735,1.256318211555481,0.74025
2023,26,calibrated,0.4935,true,0.25654224999999997,2.5054513929157007,8.52143539071309,13.29959063783928,3.782120620798303,0.5714285714285714,1.0,4.9808006987014055,-7.807121325572536,11.279675874753362,0.76825,4.595986705304653,7.51178889224024,14.199470351210264,0.32425,2.6147808880296117,-3.7222875767816617,3.8219158575418,0.84975,2.144241983951282,4.029764675267275,11.604142024104481,0.4665,1.869659655486255,-2.2758070628511136,3.4013671824948855,0.8375,0.6417755816471096,-0.3204088603025228,2.6403914379387623,0.719,,,,,,,,,0.6909142372895895,0.8076659525727701,4.861791995007906,0.6595
2023,26,equal,0.32,true,0.4623999999999999,2.3002314419257557,8.166721455261108,17.596743486861634,3.505084922867162,0.2857142857142857,0.8571428571428571,3.338179954825493,-5.435123162269595,5.582457542419434,0.844,6.291985765788702,9.845915155410767,7.002027988433838,0.075,2.284672764131882,-3.2048025882244104,1.8984295129776,0.9405,1.2526132298400212,2.3514310276508326,5.031650543212891,0.36125,2.037616949335186,-2.6438743883371356,1.2888976335525513,0.9645,0.46075460574832167,-0.6394868883490563,0.9207245707511902,0.80525,,,,,,,,,0.4357968238106851,-0.4149612498283387,1.2722198963165283,0.7355
